ctprvnNm,gugunNm,beachKoreanNm,ctprvnCode,gugunCode,stnpntCode,examinOdr,examinLcSeCode,coliDetectCn,entrcccsDetectCn,examinYear,examinDe,examinKnd,examinKndKor,stbltAt,examinLcDetail,la,lo,tempbtn,examinReExamCnt
부산,해운대구,송정,04,05,001,4,D,97,32,2016,2016-07-19,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,4,E,160,21,2016,2016-07-19,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,4,A,420,49,2016,2016-07-19,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,4,B,340,71,2016,2016-07-19,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,4,C,380,72,2016,2016-07-19,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,4,D,440,65,2016,2016-07-19,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,4,E,470,55,2016,2016-07-19,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,3,A,340,55,2016,2016-07-11,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,3,B,230,37,2016,2016-07-11,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,3,C,420,68,2016,2016-07-11,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,3,D,250,16,2016,2016-07-11,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,3,E,86,5,2016,2016-07-11,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,3,A,150,<1,2016,2016-07-11,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,3,B,140,10,2016,2016-07-11,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,3,C,130,5,2016,2016-07-11,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,3,D,170,<1,2016,2016-07-11,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,3,E,190,10,2016,2016-07-11,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,2,A,20,5,2016,2016-06-27,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,2,B,52,10,2016,2016-06-27,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,2,C,<1,<1,2016,2016-06-27,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,2,D,160,5,2016,2016-06-27,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,2,E,140,10,2016,2016-06-27,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,2,A,41,10,2016,2016-06-27,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,B,20,<1,2016,2016-06-27,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,C,74,<1,2016,2016-06-27,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,D,84,10,2016,2016-06-27,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,2,E,31,10,2016,2016-06-27,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,1,A,<1,<1,2016,2016-06-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,B,<1,5,2016,2016-06-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,C,10,10,2016,2016-06-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,1,D,<1,5,2016,2016-06-07,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
